ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_R3BFKB,zimbabwe,53,Yes,Yes,Don’t know,Don't know,Don't know,40,240,480,0,Never had,,Yes,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know, Do not know / N‎/A,No,No,,,,,,,No,10,Never had,Never had,Yes,,,Low
ID_H6T1NT,eswatini,37,No,No,Yes,No,No,8000,5000,50000,13,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,No,Yes,Yes,Never had,Never had,Have now,,5,Never had,Never had,,Never had,Never had,Low
ID_QTAYBG,lesotho,34,Yes,No,No,Don't know,Don't know,1500,800,500,0,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Yes,Never had,Used to have but don't have now,Low
ID_5K9IT5,zimbabwe,40,Yes,No,No,No,Yes,720,,,11,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_6DTVLD,zimbabwe,47,Yes,No,No,No,Yes,50,1440,2400,20,Never had,,,No,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,,,,,,,Yes,0,Never had,Have now,Yes,,,Medium
ID_LXMV2Z,zimbabwe,28,Yes,Yes,No,Don't know,Don't know,150,720,1800,4,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,Yes,,,,,,,No,2,Never had,Never had,,,,Low
ID_JO7C5Q,zimbabwe,40,No,Don’t know or N/A,No,Don't know,Don't know,20,168,240,,Never had,,,No,Female,No,No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,1,Never had,Never had,,,,Low
ID_6JNSCZ,malawi,27,Yes,No,No,No,Yes,500000,250000,360000,2,,Have now,No,No,Male,"Yes, sometimes",Yes,Have now,No,No,Yes,No,,Yes,No,No,Never had,Never had,Have now,No,,,,Yes,,,Medium
ID_RBRXDY,lesotho,58,Yes,No,No,Yes,Yes,2000,1200,5000,0,Never had,Have now,Yes,,,,,,,,,,Don't know,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_MHCBEO,zimbabwe,61,Yes,Yes,Don’t know,Don't know,Don't know,,,,1,Never had,,,No,Female,No,No,Never had,No,Don't know,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_8KPQPJ,malawi,41,No,Yes,No,Don't know,Yes,800000,400000,9550000,3,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Don't know,No,No,Never had,Never had,Used to have but don't have now,Yes,,,,Yes,Never had,Never had,Low
ID_I5B9OI,malawi,23,No,Yes,No,Yes,Yes,400000,480000,5200000,1,,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,No,Have now,Never had,Low
ID_87M5C6,lesotho,93,Yes,No,No,Yes,Yes,3900,1500,2000,3,Never had,,Yes,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_SPI0VP,malawi,38,Don’t know or N/A,No,Yes,No,Yes,100000,400000,4000000,4,,Have now,No,Yes,Female,No,No,Have now,Yes,No,Don?t know / doesn?t apply,No,,Yes,No,No,Never had,Never had,Have now,No,,,,Yes,,,Medium
ID_D32LX2,eswatini,42,Yes,No,No,No,Yes,2500,5000,350000,5,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Used to have but don’t have now,Have now,Have now,,2,Never had,Have now,,Never had,Never had,Medium
ID_MPQ0HZ,eswatini,46,Yes,Yes,No,Yes,Yes,15000,1500,6000,13,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,,0,Never had,Never had,,Never had,Never had,Low
ID_JB4HLL,eswatini,32,No,Yes,No,Yes,No,2500,4000,14000,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,6,Never had,Have now,,Never had,Used to have but don’t have now,Medium
ID_VZLSG5,zimbabwe,18,Yes,No,Yes,No,No,,,,0,Have now,,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,Yes,,,,,,,No,3,Have now,Never had,,,,Medium
ID_ZEEDHH,eswatini,41,Yes,No,No,Yes,Yes,800,300,800,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,9,Never had,Have now,,Never had,Never had,Medium
ID_3XUXNB,eswatini,38,Yes,No,No,No,Yes,8000,12000,19200,0,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,No,No,Don't know,Yes,,,Never had,Have now,Never had,,11,Never had,Never had,,Never had,Never had,Low
ID_03DAZ3,malawi,36,Yes,No,No,No,No,560000,400000,6720000,7,Have now,Have now,No,Yes,Female,No,Yes,Never had,Yes,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,Never had,Have now,No,,,Medium
ID_8TIR0P,eswatini,52,Yes,No,No,No,Yes,3000,1700,3000,3,Never had,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,7,Never had,Have now,,Never had,Never had,Medium
ID_JAV6NI,malawi,32,Don’t know or N/A,No,No,Don't know,Don't know,35000,108000,20000,11,,Never had,No,No,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_BEC41R,eswatini,44,No,Yes,No,Yes,Yes,4400,380,1100,10,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,6,Never had,Have now,,Never had,Never had,Medium
ID_1N97NF,malawi,36,Don’t know or N/A,Yes,No,No,Yes,210000,20000,5000000,2,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,,Yes,No,Yes,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_CVPNX4,malawi,32,No,No,No,No,No,120000,500,4000,10,,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,Don't know,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_26ASF3,zimbabwe,38,No,No,No,No,Yes,300,1800,3600,4,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,,,,,,,Yes,8,Never had,Never had,,,,Low
ID_YL65PX,zimbabwe,32,Yes,No,No,No,No,50,,,2,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_O98IBO,lesotho,64,No,No,No,Don't know,No,500,300,500,2,Never had,Have now,,,,,,,,,,,No,Yes,Yes,Yes,Have now,Used to have but don't have now,Have now,,,,,No,Never had,Used to have but don't have now,Low
ID_9PVMTM,lesotho,35,Yes,No,No,No,No,6000,500,3000,2,Never had,Have now,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_XGF73N,zimbabwe,39,Yes,Yes,No,No,Yes,20,240,600,13,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,,,,,,,Yes,2,Never had,Never had,Yes,,,Low
ID_325CAM,eswatini,32,No,Yes,No,No,Yes,1600,1200,2800,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Don't know,Yes,Yes,,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Never had,Low
ID_UA9GYD,malawi,40,Yes,Yes,No,Yes,Yes,20000,6000,11000,11,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,Used to have but don't have now,Never had,Low
ID_I8E8QK,malawi,24,Yes,Yes,Yes,No,Yes,750000,7200000,9000000,1,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,,Yes,No,No,Never had,Never had,Used to have but don't have now,No,,,,Yes,,,Medium
ID_0MDX1Z,malawi,44,Don’t know or N/A,No,No,No,Yes,120000,180000,400000,10,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,,Don't know,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_I1COXP,zimbabwe,26,Yes,No,No,Yes,Yes,30,276,360,2,Never had,,,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,No,,,,,,,No,4,Never had,Never had,Yes,,,Low
ID_JE2OTB,zimbabwe,35,Yes,Yes,No,No,No,60,480,240,0,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,No,3,Never had,Never had,Yes,,,Low
ID_D0LKD9,zimbabwe,32,No,Yes,Don’t know,Yes,Yes,35,1080,3600,9,Never had,Have now,,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,,,,,,,No,1,Have now,Have now,Yes,,,Medium
ID_KJW6NY,eswatini,58,Yes,Yes,No,Yes,Yes,400,200,5000,1,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Don’t know (Do not show),Never had,Never had,,6,Never had,Never had,,Never had,Never had,Low
ID_L7L9BG,malawi,36,No,Yes,No,Don't know,Yes,150000,130000,200000,15,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,No,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,Have now,Never had,Low
ID_O6RHD5,malawi,25,Don’t know or N/A,Yes,No,Yes,Yes,300000,165000,400000,19,,Have now,No,Yes,Male,No,Yes,Never had,Yes,Yes,Yes,No,,Yes,No,Yes,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_6WU6HJ,zimbabwe,25,Yes,Yes,No,No,Yes,390,,,2,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_DXX8TF,malawi,44,Don’t know or N/A,Yes,No,No,No,360000,240000,360000,13,,Have now,No,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_QHE4QG,eswatini,37,Yes,No,No,Yes,Yes,2000,400,1500,6,Never had,Never had,0,Yes,Female,No,Yes,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_NPA25B,zimbabwe,31,Don’t know or N/A,Yes,No,No,No,260,6240,6240,1,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,,,,,,,No,0,Never had,Never had,,,,Low
ID_RG29D2,eswatini,66,Yes,Yes,Yes,No,Yes,5000,50000,86000,27,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,No,Yes,,Yes,Never had,Have now,Never had,,1,Never had,Never had,,Never had,Never had,Medium
ID_MRRRIS,zimbabwe,28,Yes,Yes,No,Don't know,Don't know,50,5400,3600,12,Never had,,,Yes,Male,No,No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_Z5TV6G,eswatini,52,Yes,No,No,No,Yes,8000,350000,500000,10,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Used to have but don’t have now,,0,Never had,Never had,,Have now,Used to have but don’t have now,High
ID_UXVT3O,lesotho,35,Yes,No,No,No,Yes,97,97,97,2,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_SRLXP4,zimbabwe,53,Don’t know or N/A,No,No,No,Yes,120,1000,2500,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,4,Never had,Never had,,,,Low
ID_TWD1XM,eswatini,68,Yes,Yes,No,Yes,Yes,600,350,500,3,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Used to have but don’t have now,Low
ID_54696Q,eswatini,28,Yes,No,No,Yes,Yes,1500,15000,40000,1,Never had,Never had,Yes,No,Male,No,No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_AJ4MH7,lesotho,57,No,No,No,Don't know,Yes,1500,300,1000,3,Never had,,,,,,,,,,,,No,No,No,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_6F5Q4M,malawi,36,Don’t know or N/A,Yes,No,Don't know,Don't know,30000,5000,10000,,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,No,Never had,Never had,Never had,No,3,,,Yes,,,Low
ID_19IWBU,zimbabwe,65,Yes,No,No,No,Yes,450,1500,6000,5,Never had,,,Yes,Male,No,No,Never had,No,No,Yes,No,No,,,,,,,No,9,Never had,Never had,Yes,,,Low
ID_RZJK9E,eswatini,58,No,Yes,No,Yes,Yes,2000,12000,15000,1,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Don't know,No,Yes,,Never had,Never had,Never had,,6,Never had,Never had,,Never had,Never had,Low
ID_FAAYFA,malawi,43,Yes,Yes,No,No,Yes,640000,35000,7680000,18,,Have now,Yes,No,Female,No,Yes,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_VKKZCO,zimbabwe,40,No,No,No,No,Yes,100,46800,54000,8,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,,,,,,,Yes,3,Never had,Never had,Yes,,,Low
ID_FR7CL6,eswatini,57,Yes,No,No,Yes,Yes,1500,4000,1500,12,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_BQ6FWS,lesotho,38,Yes,No,No,No,Yes,2500,500,2500,7,Never had,,,,,,,,,,,,No,Yes,Yes,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_JXLFN7,lesotho,25,Yes,No,No,Yes,Yes,360,228,360,1,Never had,,,,,,,,,,,,Don't know,Yes,Yes,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_FHS2QJ,lesotho,61,Yes,No,Refused,Don't know,Don't know,1000,350,500,2,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Have now,Never had,Medium
ID_I5RYBN,zimbabwe,43,Yes,No,No,No,No,250,1560,3600,5,Never had,,,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,Yes,No,,,,,,,Yes,0,Never had,Never had,Yes,,,Medium
ID_87JLGT,malawi,37,Yes,Yes,No,Don't know,Don't know,65000,2500,25000,11,,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,No,Have now,Never had,Low
ID_U803JW,lesotho,29,Yes,No,No,Yes,Yes,97,500,1000,1,Never had,Have now,Yes,,,,,,,,,,Don't know,Yes,Yes,Yes,Used to have but don't have now,Never had,Never had,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_QLREYL,zimbabwe,45,No,No,No,No,Yes,3200,,,5,Never had,,,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,,,,,,,No,0,Have now,Have now,,,,Medium
ID_4MHXSG,malawi,28,No,No,No,No,Yes,50000,25000,75000,8,,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,No,,,Low
ID_JYZ8XU,eswatini,47,No,Yes,No,Don't know,Yes,500,700,1000,13,Never had,Never had,0,No,Female,No,No,Never had,No,Yes,No,No,No,Yes,,,Never had,Never had,Never had,,11,Never had,Never had,,Never had,Never had,Low
ID_DG6FWR,lesotho,54,Don’t know or N/A,No,No,Don't know,Yes,2850,150,3000,5,Never had,Have now,,,,,,,,,,,Yes,Yes,No,Yes,,,,,,,,Yes,Used to have but don't have now,Never had,Low
ID_OFN1BW,zimbabwe,47,No,No,No,Yes,Yes,300,72000,36000,1,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_929U6W,eswatini,34,Yes,No,No,No,No,1500,288000,360000,1,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,,Never had,Never had,Low
ID_PWHVF8,malawi,28,No,Yes,Don’t know,No,No,45000,3000,8000,3,,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,No,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_9ODM7K,lesotho,30,Yes,No,No,No,Yes,5000,5500,6000,2,Never had,,,,,,,,,,,,Don't know,Yes,No,,,,,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_PPRILU,lesotho,58,Yes,No,No,Don't know,Yes,97,97,97,5,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_E06QWF,zimbabwe,42,Yes,No,No,No,Yes,150,600,3000,3,Never had,,,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,,,,,,,Yes,0,Never had,Have now,,,,Medium
ID_NA31XB,eswatini,31,No,Yes,No,No,Yes,1000,1500,4000,1,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_2QDPQF,zimbabwe,39,Yes,No,Don’t know,Don't know,Don't know,100,9000,14400,1,Never had,,,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know,Yes,No,No,,,,,,,Yes,6,Never had,Never had,Yes,,,Low
ID_2XE9GU,zimbabwe,38,Yes,No,No,Don't know,Yes,700,6000,8400,3,Have now,,,Yes,Male,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Don't know, Do not know / N‎/A,No,No,,,,,,,No,0,Never had,Have now,,,,High
ID_RAVPX0,zimbabwe,31,Yes,Yes,No,No,Yes,700,1524,100800,9,Never had,,,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_65KXVF,eswatini,40,Yes,No,Yes,No,Yes,80000,65000,15000,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,,,Never had,Have now,Have now,,1,Never had,Never had,,Never had,Never had,Medium
ID_50LMBV,lesotho,63,No,Yes,No,Yes,Yes,5750,4800,3750,19,Never had,Have now,Yes,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_I95UJQ,zimbabwe,32,No,Yes,No,Yes,Yes,30,,,10,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Yes,,,,,,,Yes,0,Have now,Never had,Yes,,,Medium
ID_B2EGIC,zimbabwe,33,Yes,No,No,Yes,Yes,120,,,14,Never had,Have now,,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,,,,,,,No,0,Never had,Have now,,,,Medium
ID_3AO8DZ,zimbabwe,34,Yes,No,No,No,Yes,150,420,3000,8,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_SC4TW8,zimbabwe,45,Yes,No,No,No,Don't know,300,2400,6480,6,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,,,,,,,Yes,0,Have now,Have now,,,,Medium
ID_VQJ4U4,lesotho,32,Yes,No,No,No,Yes,500,100,300,1,Never had,,,,,,,,,,,,Don't know,Yes,Yes,Yes,,,,Yes,,,,Yes,Never had,Used to have but don't have now,Medium
ID_E6JSXD,zimbabwe,49,Yes,No,No,No,Yes,1800,,,23,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_S2NU4B,malawi,39,No,No,No,Don't know,Yes,150000,40000,80000,5,,Used to have but don't have now,No,Yes,Female,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_OHE7KY,eswatini,46,Yes,Yes,Yes,No,No,30000,128400,2640000,3,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Never had,,2,Have now,Have now,,Never had,Never had,High
ID_TIR3PO,zimbabwe,28,Yes,No,No,No,No,96,360,480,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_GSS8K5,eswatini,52,Yes,No,No,No,Yes,3400,3500,7800,24,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Used to have but don’t have now,Never had,Have now,,8,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_K6TX2I,zimbabwe,61,No,No,No,No,No,30,240,120,3,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,No,No,No,No,,,,,,,No,5,Never had,Never had,Yes,,,Low
ID_6DAB4Q,zimbabwe,36,No,Yes,No,Don't know,Yes,50,240,1800,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_FI389P,zimbabwe,30,No,No,No,No,Yes,860,5040,4800,20,Never had,,,No,Male,No,No,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_3CNRY5,zimbabwe,41,Yes,No,No,No,Yes,174,1200,2088,12,Never had,Have now,,Yes,Female,"Yes, always",Yes,Never had,No,No,Yes,No,No,,,,,,,No,0,Never had,Have now,Yes,,,Medium
ID_FC5TM1,zimbabwe,44,Don’t know or N/A,Yes,No,Don't know,Yes,100,1200,2400,10,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Yes,No,No,,,,,,,No,5,Never had,Never had,,,,Low
ID_MMXIXV,eswatini,49,Yes,Yes,No,No,Yes,1000,1900,3000,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,1,Never had,Have now,,Never had,Have now,Medium
ID_8AX40D,eswatini,29,Yes,No,Yes,Yes,Yes,1000,54000,96000,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,,Never had,Never had,Have now,,3,Never had,Never had,,Never had,Never had,Medium
ID_9M0TTD,lesotho,64,Yes,No,No,Yes,Yes,7091,2935,291,10,Never had,,,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_48EEGE,zimbabwe,32,No,Yes,No,No,No,1200,3600,14400,0,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,,,,,,,Yes,5,Never had,Never had,Yes,,,Low
ID_9DS2UL,eswatini,31,Yes,No,No,No,Yes,500,43000,55000,2,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,,Never had,Never had,Never had,,10,Never had,Never had,,Never had,Never had,Low
ID_QCYH20,eswatini,41,Yes,No,No,Yes,Yes,1500,1000,2000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Used to have but don’t have now,,1,Never had,Never had,,Never had,Never had,Low
ID_NN16UX,eswatini,71,Yes,Yes,Yes,No,Yes,3000,22000,30000,13,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,5,Never had,Never had,,Never had,Never had,Low
ID_9ZGNX3,eswatini,68,Yes,Yes,No,No,Yes,8000,600,9000,13,Never had,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,,Never had,Never had,Low
ID_446Q16,eswatini,37,No,Yes,No,No,Yes,3000,32000,66000,11,Never had,Have now,0,Yes,Male,No,Yes,Never had,No,No,Yes,No,No,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Have now,,Used to have but don’t have now,Used to have but don’t have now,High
ID_4ZUZ0P,lesotho,57,Yes,No,No,Don't know,Yes,5000,500,2500,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,Yes,,,,,,,,,Yes,Used to have but don't have now,Never had,Low
ID_SKZO3I,eswatini,46,No,No,Yes,Yes,Yes,1500,3000,11000,5,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, always",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Never had,Low
ID_H97Y8P,lesotho,68,Yes,No,No,Don't know,Yes,500,150,2500,15,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Have now,Have now,Medium
